diag_name,component,in_paper_scope,new_vs_base,strict_records,source_tus,injector_count,languages,projects,strategies,campaign_count,injector_ids
err_deduced_class_template_explicit,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-1ce11d166ead68ed
err_deduction_guide_bad_trailing_return_type,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_deduction_guide_defines_function,Sema,true,false,1,1,1,c++,llvm,gemma_code_witness_injector_replay,1,fuzzlang-v1-807e6b9b0003ce00
err_deduction_guide_name_not_class_template,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-0b258a2923c2d21d
err_deduction_guide_no_trailing_return_type,Sema,true,false,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-001987e26675896d
err_deduction_guide_redeclared,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_deduction_guide_specialized,Sema,true,false,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-2e3f7db14e7cb1d6
err_deduction_guide_template_not_deducible,Sema,true,false,3,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-43d8ce2d398827c6
err_deduction_guide_with_complex_decl,Sema,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-2c466977f1583ccc
err_deduction_guide_wrong_access,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-8f9df5d6af28cfa4
err_deduction_guide_wrong_scope,Sema,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-593a7c20ad17b148
err_default_arg_in_partial_spec,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_default_delete_in_multiple_declaration,Parse,true,false,2,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_default_init_const,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_default_member_initializer_not_yet_parsed,Sema,true,false,3,3,2,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,3,fuzzlang-v1-d3c0d426ccf116e8|fuzzlang-v2-5623d6b343e4b7d0
err_default_not_in_switch,Sema,true,false,3,3,2,c|c++,ffmpeg|llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,3,fuzzlang-v1-4b5eeaaf6cd303cb|fuzzlang-v2-4fb74041390e7324
err_default_special_members,Common,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-882774e10ed467f1
err_default_template_template_parameter_not_template,Parse,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-c3f4ea42d205c853
err_defaulted_comparison_non_const,Sema,false,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-50bb12d6ea622f77
err_defaulted_comparison_return_type_not_bool,Sema,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-4b37dfc81d6bde54
err_defaulted_comparison_template,Sema,false,false,2,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_defaulted_copy_assign_not_ref,Sema,true,false,1,1,1,c++,,synthesized_injector_campaign,1,fuzzlang-v2-24592c47648425d1
err_defaulted_special_member_move_const_param,Sema,true,false,1,1,0,c++,llvm,comment_replacement_insertion_recovery,1,
err_defaulted_special_member_params,Sema,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-149b2cde05ddf2fa
err_defaulted_special_member_return_type,Sema,true,false,2,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_defaulted_special_member_variadic,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-5f37d492844460c9
err_defaulted_special_member_volatile_param,Sema,true,false,1,1,1,c++,llvm,gemma_code_witness_injector_replay,1,fuzzlang-v1-43dcc8c0a25f2c6c
err_defined_macro_name,Lex,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_definition_of_explicitly_defaulted_member,Sema,true,false,3,3,3,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-06e64fc39087062d|fuzzlang-v2-2bf24519e03d3127|fuzzlang-v2-e6a7dc9d96bf88a7
err_definition_of_implicitly_declared_member,Sema,true,false,3,3,2,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-1e4e2a9485cc952a|fuzzlang-v2-b04a58f9d7ccd17a
err_delegating_initializer_alone,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-2eb020e5e9322948
err_delete_explicit_conversion,Sema,true,true,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-5e48dc6713272d76
err_delete_operand,Sema,true,false,1,1,1,c++,llvm,gemma_code_witness_injector_replay,1,fuzzlang-v1-05e1c8fea3ee8636
err_deleted_decl_not_first,Sema,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-943129c3d6a2a8b3
err_deleted_main,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_deleted_non_function,Common,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-69d67c267fb41325
err_deleted_override,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_delimited_escape_empty,Lex,true,false,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-7a45fae9419eaef4
err_delimited_escape_invalid,Lex,true,false,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-24afd2ad8252d06f
err_delimited_escape_missing_brace,Lex,true,false,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-15c6d42776e5b910
err_dependent_function_template_spec_no_match,Sema,true,false,4,4,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-ae3a109c731e1aa1
err_dependent_nested_name_spec,Sema,true,true,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-4aa78c5d2de3e178
err_dependent_non_type_arg_in_partial_spec,Sema,true,true,2,1,2,c++,llvm,gemma_append_witness_injector_replay,2,fuzzlang-v2-1e13781b434e94d0|fuzzlang-v2-369b689ecf31585b
err_dependent_typed_non_type_arg_in_partial_spec,Sema,true,true,2,1,2,c++,llvm,gemma_append_witness_injector_replay,2,fuzzlang-v2-530ab5e1d60ae6cc|fuzzlang-v2-9678439da2a709c6
err_designated_init_for_non_aggregate,Sema,true,false,2,2,1,c|c++,ffmpeg|llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v2-814fab27d7393b95
err_designator_into_flexible_array_member,Sema,true,false,8,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-2c9660889a08d0df
err_destroy_attr_on_non_static_var,Sema,true,true,2,1,2,c++,llvm,gemma_append_witness_injector_replay,2,fuzzlang-v2-6d96403aa79bb040|fuzzlang-v2-9732bad2ca532bb9
err_destructor_cannot_be,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-120d0d70ddcfcff0
err_destructor_expr_nontype,Sema,true,false,1,1,1,c++,,synthesized_injector_campaign,1,fuzzlang-v2-5eba594cff5641a3
err_destructor_expr_type_mismatch,Sema,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-55c9d9612ae00eb1
err_destructor_name_nontype,Sema,true,false,1,1,1,c++,,synthesized_injector_campaign,1,fuzzlang-v2-cf77c0d344bdaf03
err_destructor_not_member,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_destructor_redeclared,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-3482f4fb6b0ce725
err_destructor_return_type,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-91e5c7845311346c
err_destructor_template,Sema,true,false,2,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_destructor_template_id,Parse,true,false,3,3,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-0ebd57f5659c6126
err_destructor_tilde_identifier,Parse,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-e3792aab9bec2789
err_destructor_tilde_scope,Parse,true,false,2,2,1,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-0c46746d80533939
err_destructor_variadic,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_destructor_with_params,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-8e2cdb658190949e
err_diagnose_if_invalid_diagnostic_type,Sema,true,true,2,2,1,c,ffmpeg,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-cfa0b6a4a9b3fa64
err_diagnose_if_unknown_warning,Sema,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-62288f86a3026ab8
err_different_asm_label,Sema,true,true,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-c6e8cd3cd797eb5d
err_different_language_linkage,Sema,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-c1e791b86f8dfcc1
err_different_pass_object_size_params,Sema,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-9e6984c9a40dd6ac
err_different_return_type_for_overriding_virtual_function,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-3e0420303555c0ed
err_digit_separator_not_between_digits,Lex,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_disallowed_duplicate_attribute,Sema,true,true,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-e4dd1906b172a7a8
err_distant_exception_spec,Sema,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-71e1797b481a0aa5
err_downcast_from_inaccessible_base,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-983dc043e555812a
err_dtor_expr_without_call,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_dup_virtual,Parse,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-41df549980b555ef
err_duplicate_base_class,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-6ea0c0107f23055e
err_duplicate_case,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_duplicate_case_differing_expr,Sema,true,false,1,1,1,c++,,synthesized_injector_campaign,1,fuzzlang-v2-0282b4c66e29379e
err_duplicate_class_virt_specifier,Parse,true,false,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-03939aee15351d48
err_duplicate_default_assoc,Parse,true,false,3,3,2,c,ffmpeg,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-2da46896c99c67d6|fuzzlang-v1-5f71734a0ed29483
err_duplicate_member,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-01f554682a42ffc4
err_duplicate_virt_specifier,Parse,true,false,7,6,2,c++,abseil|llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,4,fuzzlang-v1-bf0e1c80048bb3b7|fuzzlang-v1-bff2ead290152288
err_dynamic_and_noexcept_specification,Parse,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_ellipsis_first_param,Sema,true,false,1,1,1,c,ffmpeg,gemma_append_witness_injector_replay,1,fuzzlang-v2-b67332d67403e6d3
err_ellipsis_in_declarator_not_parameter,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-f2b2acb78e9f32fc
err_empty_enum,Parse,true,false,3,3,3,c,ffmpeg,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-1be12597497b80a9|fuzzlang-v1-4b4bd228e6f6994d|fuzzlang-v1-eff064eefbac6c03
err_empty_requires_expr,Parse,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-6188d49a3f32cb16
err_empty_scalar_initializer,Sema,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-0ffb41b30eccb67e
err_enum_invalid_underlying,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-6d94fd1bb6e1d4de
err_enum_redeclare_fixed_mismatch,Sema,true,true,2,1,2,c++,llvm,gemma_append_witness_injector_replay,2,fuzzlang-v2-42cb5c5cb6bb3154|fuzzlang-v2-7b2466fce5926cee
err_enum_redeclare_scoped_mismatch,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-d02484e977c8d7fd
err_enum_redeclare_type_mismatch,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_enum_template,Common,true,false,2,2,2,c++,abseil|llvm,synthesized_injector_campaign,2,fuzzlang-v1-3a220e987f0da60d|fuzzlang-v1-4aab06e1c40e03e0
err_enumerator_list_missing_comma,Parse,true,false,3,3,2,c|c++,ffmpeg|llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,3,fuzzlang-v1-77e87c1147a5f5cf|fuzzlang-v1-88c94c36c0fa173b
err_enumerator_too_large,Sema,true,true,1,1,1,c,ffmpeg,synthesized_injector_campaign,1,fuzzlang-v2-0842e96145643e24
err_enumerator_unnamed_no_def,Parse,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-01af34c109975a6e
err_escape_too_large,Lex,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-162eb28784aed8bb
err_exception_spec_in_typedef,Sema,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-dce7f01d5cc857f2
err_exception_spec_not_parsed,Sema,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-3b5f3b929f1ba221
err_exceptions_disabled,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v2-94ec6c57369360a3
err_excess_initializers,Sema,true,false,5,5,3,c++,llvm,gemma_code_witness_bootstrap|gemma_code_witness_injector_replay|synthesized_injector_campaign,5,fuzzlang-v1-8c3c27d4f397a2d3|fuzzlang-v1-c89c3cebc597225d|fuzzlang-v2-58c86dc26f3943d6
err_excess_initializers_in_char_array_initializer,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-e0185445043c344a
err_expected,Common,true,false,10,4,10,c|c++,abseil|ffmpeg|llvm,synthesized_injector_campaign,10,fuzzlang-v1-0fbdb8ce45f9e687|fuzzlang-v1-1559d426bce16df6|fuzzlang-v1-2485005e786cb61d|fuzzlang-v1-643a0ca63dfc21a4|fuzzlang-v1-6f075fc130282610|fuzzlang-v1-daa70b4e6f613b19|fuzzlang-v2-047b7d01689156fc|fuzzlang-v2-228766da0e162dd4|fuzzlang-v2-55f656d06bb26c57|fuzzlang-v2-a36e311c3a11cf2f
err_expected_after,Common,true,false,4,3,4,c|c++,ffmpeg|llvm,synthesized_injector_campaign,4,fuzzlang-v1-f6c7a3d19b5d155a|fuzzlang-v2-48763f46259363eb|fuzzlang-v2-d8d9e552f4eee5bd|fuzzlang-v2-f57035a8ee10b439
err_expected_callable_argument,Sema,true,true,2,2,1,c,ffmpeg,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-f1de5872eaed42e8
err_expected_capture,Parse,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_expected_case_before_expression,Parse,true,false,3,3,2,c++,llvm,gemma_append_witness_injector_replay|gemma_code_witness_injector_replay|synthesized_injector_campaign,3,fuzzlang-v1-1c0ec9d8085182d1|fuzzlang-v2-2c65d082d63ea755
err_expected_catch,Parse,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-6d8b1c8b4b7b1d71
err_expected_class_name_not_template,Parse,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_expected_class_or_namespace,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v2-fdf89f7d881db6cd
err_expected_comma_greater,Parse,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-9d857e84d970871e
err_expected_comma_or_rsquare,Parse,true,false,3,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-87637bdbec0e8f62
err_expected_either,Common,true,false,3,2,3,c,ffmpeg,synthesized_injector_campaign,3,fuzzlang-v1-2096abbeda8431f6|fuzzlang-v1-f156ed32c30b3290|fuzzlang-v2-8467496a00deb39a
err_expected_end_of_enumerator,Parse,true,false,2,2,1,c,ffmpeg,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-f5ca7fe4fdd0d8fb
err_expected_equal_designator,Parse,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-fa50089802e2f101
err_expected_expression,Parse,true,false,9,5,9,c|c++,ffmpeg|llvm,synthesized_injector_campaign,9,fuzzlang-v1-1d7c61ecc56994e6|fuzzlang-v1-1d7e1f6d9e574894|fuzzlang-v1-290609fd078a9208|fuzzlang-v1-88e4fc4ff33b1e50|fuzzlang-v1-96dfeb77d1e8f4cf|fuzzlang-v1-d1bb0ec7ca54e74e|fuzzlang-v2-02dc334848e2f282|fuzzlang-v2-8d1ad42408c02f95|fuzzlang-v2-a2dc7a6cc8b1fc82
err_expected_external_declaration,Parse,true,false,4,4,3,c|c++,ffmpeg|llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,3,fuzzlang-v1-671866948dd86f17|fuzzlang-v1-6e8612a18a687b82|fuzzlang-v2-666c2a23f48c585b
err_expected_field_designator,Parse,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_expected_fn_body,Parse,true,false,8,5,8,c|c++,ffmpeg|llvm,synthesized_injector_campaign,8,fuzzlang-v1-47bc8f03681f6402|fuzzlang-v1-7636904061c08f8f|fuzzlang-v1-7b2411d75f405ead|fuzzlang-v1-92e71da344d24c18|fuzzlang-v1-b328b702d9c7a1dc|fuzzlang-v2-0eccc877232464f2|fuzzlang-v2-bf12d4bfb23a3ad4|fuzzlang-v2-fb9caf19da99410c
err_expected_id_building_module,Lex,true,false,1,1,1,c++,,synthesized_injector_campaign,1,fuzzlang-v2-e3a7af1563e088fd
err_expected_init_in_condition,Parse,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_expected_init_in_condition_lparen,Parse,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v1-2e74be6a63abe2f3
err_expected_lambda_body,Parse,true,false,2,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_expected_lbrace_after_base_specifiers,Parse,true,false,2,2,1,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-8c366df142406c74
err_expected_less_after,Parse,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-9af539c7e62f0708
err_expected_lparen_after,Parse,true,false,4,3,3,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,4,fuzzlang-v1-38e91fe1ab28ab4d|fuzzlang-v1-d35d2329297153b3|fuzzlang-v2-e656efe07a830859
err_expected_lparen_after_type,Parse,true,false,2,2,2,c++,llvm,synthesized_injector_campaign,2,fuzzlang-v1-64e16bc7a49eb987|fuzzlang-v1-944e0dbb5662ff4b
err_expected_member_name_or_semi,Parse,true,false,5,5,5,c|c++,ffmpeg|llvm,synthesized_injector_campaign,5,fuzzlang-v1-302a4d3da135eb27|fuzzlang-v1-827f0e517f2559a0|fuzzlang-v1-fba2c7e886128af5|fuzzlang-v2-0f7d2537385312fd|fuzzlang-v2-a3df6919db805dc1
err_expected_member_or_base_name,Parse,true,false,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-e7939f5e5f0eed65
err_expected_name_of_pack,Sema,true,false,2,2,2,c++,llvm,gemma_code_witness_injector_replay,2,fuzzlang-v1-3f3ea9de3ab0cee5|fuzzlang-v1-538152a839cbfe7e
err_expected_namespace_name,Common,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-67ff2c9c82d27938
err_expected_parameter_pack,Parse,true,false,1,1,1,c++,,synthesized_injector_campaign,1,fuzzlang-v2-ae14f9231d21553c
err_expected_parentheses_around_typename,Parse,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-5a50358ef0ae9e80
err_expected_qualified_after_typename,Parse,true,false,4,2,3,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,4,fuzzlang-v1-24880956f8b9a5a9|fuzzlang-v1-3de7830b0324acdd|fuzzlang-v1-4673b398ddfd0de0
err_expected_semi_after_expr,Parse,true,false,2,2,2,c|c++,ffmpeg|llvm,synthesized_injector_campaign,2,fuzzlang-v1-695c516247fa2640|fuzzlang-v1-97e54ba2cd6223ac
err_expected_semi_after_namespace_name,Parse,true,false,4,4,2,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-22de7f23dffbd678|fuzzlang-v1-6470d66dcb7e0a0d
err_expected_semi_after_static_assert,Parse,true,false,3,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-923c4580c909fdda
err_expected_semi_after_stmt,Parse,true,false,11,7,2,c++,llvm,synthesized_injector_campaign,2,fuzzlang-v1-0f8e64677cb92610|fuzzlang-v1-0fbdfcca4f100e45
err_expected_semi_decl_list,Parse,true,false,29,19,7,c|c++,abseil|ffmpeg|llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,8,fuzzlang-v1-0833d70c8184368d|fuzzlang-v1-1e91c445c3b2f026|fuzzlang-v1-27e2790d2bd6472a|fuzzlang-v1-284761eb5b338a94|fuzzlang-v1-32ebd42ca8557bfd|fuzzlang-v1-8d402a43182603e3|fuzzlang-v2-22c26d3dc9392bc6
err_expected_semi_declaration,Parse,true,false,17,15,3,c|c++,ffmpeg|llvm,synthesized_injector_campaign,3,fuzzlang-v1-0b215023e8d18d6b|fuzzlang-v1-4eef4f974230d8ac|fuzzlang-v1-c4f8b301fcdcd5b4
err_expected_semi_for,Parse,true,false,3,3,2,c|c++,ffmpeg|llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,3,fuzzlang-v1-07a2262cd41c1495|fuzzlang-v1-10c8e8ee34674df4
err_expected_semi_requirement,Parse,true,false,6,5,2,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-37b0ed6cb4837267|fuzzlang-v1-dbe4c3cd5910643a
err_expected_star_this_capture,Parse,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-67ba8e49d44b365e
err_expected_statement,Parse,true,false,4,1,2,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-5f46036b5f853124|fuzzlang-v1-d41a462b24098c9b
err_expected_string_literal,Common,true,false,3,3,3,c|c++,abseil|ffmpeg|llvm,synthesized_injector_campaign,3,fuzzlang-v1-208f6a78a95a8562|fuzzlang-v1-85990fb4628ca0c8|fuzzlang-v1-b89ba7ad4f0cc545
err_expected_struct_pointer_argument,Sema,true,false,1,1,1,c++,llvm,gemma_code_witness_injector_replay,1,fuzzlang-v1-6d215d80f02b8311
err_expected_template,Parse,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-39e8b7105c2263c0
err_expected_template_parameter,Parse,true,false,2,2,1,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-472b68970b22b53a
err_expected_type,Parse,true,false,4,3,4,c++,abseil|llvm,synthesized_injector_campaign,4,fuzzlang-v1-0c17de4437eb4c7b|fuzzlang-v1-1e3b3efa3db37342|fuzzlang-v1-c6bdd915acf7cd4b|fuzzlang-v2-396ccc4dcaa2c932
err_expected_type_name_after_typename,Parse,true,false,1,1,1,c++,llvm,gemma_code_witness_injector_replay,1,fuzzlang-v1-20b98a794ea03864
err_expected_unqualified_id,Parse,true,false,9,5,9,c|c++,ffmpeg|llvm,synthesized_injector_campaign,9,fuzzlang-v1-50cfba5c9bf32e82|fuzzlang-v1-680a1bf34cc11ab5|fuzzlang-v1-8c38db5d4960b7fa|fuzzlang-v1-dd61a10a766b3ba2|fuzzlang-v1-f553c55b80f7255b|fuzzlang-v2-37ad1fd6378c319d|fuzzlang-v2-5798b323cd74f0fa|fuzzlang-v2-a929afb97fb49799|fuzzlang-v2-e89db7aa6c71b72e
err_expected_while,Parse,true,false,2,2,1,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-37ca216997f34259
err_explicit_instantiation_constexpr,Sema,true,true,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-8ad93825b64a7f53
err_explicit_instantiation_declaration_after_definition,Sema,true,false,4,4,2,c++,llvm,gemma_code_witness_bootstrap|gemma_code_witness_injector_replay|synthesized_injector_campaign,4,fuzzlang-v1-01d9969ef6807f40|fuzzlang-v1-0ffab45eab050e9d
err_explicit_instantiation_duplicate,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_explicit_instantiation_enum,Parse,true,false,6,6,2,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-798a86accdf978e2|fuzzlang-v1-7c1079d2be6b7891
err_explicit_instantiation_inline,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-7028a47b2983d139
err_explicit_instantiation_nontemplate_type,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_explicit_instantiation_not_known,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-37c95a421ab8efee
err_explicit_instantiation_of_typedef,Sema,true,true,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-8e81532542d69f5b
err_explicit_instantiation_out_of_scope,Sema,true,true,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-437ba71da9077ecf
